,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Differentially expressed?
ENSMUSG00000045140.8_Pigw,28.39450434,0.022713135,0.140188202,0.162018878,0.871290987,0.998523724,
ENSMUSG00000001445.10_Mrpl10,260.6213246,0.022701194,0.05204741,0.436163767,0.662717914,0.998523724,
ENSMUSG00000078201.5_Tmem203,21.27378034,0.022685696,0.159899564,0.14187466,0.88717901,0.998523724,
ENSMUSG00000039756.12_Dnttip2,205.8972513,0.022681726,0.069679269,0.325516136,0.744790472,0.998523724,
ENSMUSG00000064325.4_Hhip,25.79144691,0.022645555,0.168526716,0.134373679,0.893107094,0.998523724,
ENSMUSG00000096549.9_Prickle4,10.71253569,0.022642933,0.187248899,0.120924253,0.903751032,0.998523724,
ENSMUSG00000022788.16_Fgd4,122.2700058,0.022637109,0.105254666,0.215069884,0.829712833,0.998523724,
ENSMUSG00000041319.13_Thoc6,23.34104513,0.022617599,0.116358105,0.19437923,0.845878951,0.998523724,
ENSMUSG00000020884.15_Asgr1,1901.057196,0.022615222,0.07717022,0.293056337,0.76947909,0.998523724,
ENSMUSG00000063200.4_Nol7,232.5827419,0.022606845,0.076405174,0.295881078,0.767320902,0.998523724,
ENSMUSG00000042333.16_Tnfrsf14,26.32580866,0.022562138,0.137837345,0.163686687,0.869977798,0.998523724,
ENSMUSG00000071652.6_Ints5,158.4156636,0.022522943,0.075551122,0.298115261,0.765615194,0.998523724,
ENSMUSG00000001829.17_Clpb,182.7409992,0.022517505,0.061655817,0.365212981,0.714952429,0.998523724,
ENSMUSG00000052544.9_St6galnac3,6.085641011,0.022461798,0.297346087,0.075540924,0.939784338,0.998523724,
ENSMUSG00000009739.16_Pou6f1,64.65084834,0.022408642,0.128952553,0.173774319,0.862042828,0.998523724,
ENSMUSG00000023809.9_Rps6ka2,6.629898183,0.022399644,0.212271103,0.105523757,0.91596022,0.998523724,
ENSMUSG00000057788.13_Ddx49,111.8881568,0.02239523,0.064399406,0.347755233,0.728024013,0.998523724,
ENSMUSG00000029427.11_Zcchc8,174.9826739,0.02237046,0.064948671,0.34443292,0.730520735,0.998523724,
ENSMUSG00000032456.13_Nmnat3,32.12901688,0.022364246,0.142447725,0.156999669,0.875245109,0.998523724,
ENSMUSG00000075602.10_Ly6a,64.10672072,0.02236292,0.280451835,0.079738897,0.936444922,0.998523724,
ENSMUSG00000002546.16_Golga2,285.3755393,0.02234121,0.088055288,0.25371798,0.799713443,0.998523724,
ENSMUSG00000031921.17_Terf2,99.63585173,0.022256281,0.075795495,0.293635932,0.769036116,0.998523724,
ENSMUSG00000026174.9_Cnot9,162.6968542,0.022252824,0.070688004,0.314803397,0.752910933,0.998523724,
ENSMUSG00000031935.9_Med17,85.67500109,0.022250733,0.07528212,0.295564647,0.767562575,0.998523724,
ENSMUSG00000038422.2_Hdhd3,67.49001818,0.022203522,0.166736599,0.133165254,0.894062689,0.998523724,
ENSMUSG00000061461.11_Smim20,108.9719657,0.022198207,0.081879987,0.271106629,0.786309023,0.998523724,
ENSMUSG00000010051.15_Hyal1,455.4602279,0.022135197,0.120896542,0.183092063,0.854725783,0.998523724,
ENSMUSG00000005611.15_Mrvi1,14.60433715,0.022133845,0.183439997,0.120659863,0.903960451,0.998523724,
ENSMUSG00000040688.16_Tbl3,80.41362903,0.02213285,0.079069338,0.279916978,0.779541201,0.998523724,
ENSMUSG00000026553.17_Copa,1799.960486,0.022127189,0.054285519,0.407607582,0.683561797,0.998523724,
ENSMUSG00000021945.8_Zmym2,256.8196922,0.022097663,0.067384247,0.327935151,0.742960695,0.998523724,
ENSMUSG00000030403.9_Vasp,75.82717524,0.022094553,0.111531816,0.198100895,0.842966125,0.998523724,
ENSMUSG00000018196.18_Glrx2,181.6474984,0.022044999,0.081483892,0.270544257,0.786741574,0.998523724,
ENSMUSG00000038013.14_Wipf2,146.8136094,0.022005172,0.08293776,0.26532151,0.790761796,0.998523724,
ENSMUSG00000037523.13_Mavs,629.4544506,0.021961986,0.091309115,0.240523479,0.809924464,0.998523724,
ENSMUSG00000052712.16_BC004004,539.5129434,0.021941057,0.117816263,0.186231142,0.852263503,0.998523724,
ENSMUSG00000061315.14_Naca,905.5233527,0.02194096,0.082793802,0.26500728,0.791003854,0.998523724,
ENSMUSG00000000326.12_Comt,3392.093895,0.021933948,0.098015926,0.223779433,0.822928934,0.998523724,
ENSMUSG00000026565.18_Pou2f1,97.76977989,0.021901104,0.111503585,0.19641614,0.844284465,0.998523724,
ENSMUSG00000021390.6_Ogn,24.38371113,0.021900394,0.171675749,0.127568362,0.89849057,0.998523724,
ENSMUSG00000048922.18_Cdca2,3.787665653,0.021896092,0.455534892,0.048066773,0.961663027,0.998523724,
ENSMUSG00000018930.3_Ccl4,0.9250081,0.021880848,0.886369977,0.024685908,0.980305495,0.998523724,
ENSMUSG00000015467.14_Egfl8,5.093344552,0.021861708,0.27619262,0.079153845,0.936910256,0.998523724,
ENSMUSG00000038773.10_Kdm3b,247.9357285,0.021836938,0.079192233,0.27574595,0.7827432,0.998523724,
ENSMUSG00000029775.14_Klhdc10,429.8694162,0.021819407,0.051221115,0.425984609,0.670119061,0.998523724,
ENSMUSG00000001542.7_Ell2,780.6642851,0.021796165,0.084502603,0.257934837,0.796457198,0.998523724,
ENSMUSG00000090053.9_Palm2,0.876553868,0.021764328,0.5337122,0.040779147,0.967471964,0.998523724,
ENSMUSG00000096687.7_Mfsd4b4,29.28599828,0.021755567,0.12242969,0.177698458,0.858959796,0.998523724,
ENSMUSG00000026260.12_Ndufa10,999.7453786,0.021732984,0.059975103,0.362366769,0.717077969,0.998523724,
ENSMUSG00000028291.7_Akirin2,124.3776659,0.021726914,0.079238747,0.274195579,0.783934326,0.998523724,
ENSMUSG00000049791.4_Fzd4,283.0339962,0.021679514,0.116215024,0.186546566,0.852016165,0.998523724,
ENSMUSG00000028163.17_Nfkb1,157.5419532,0.021667817,0.081439755,0.266059453,0.790193421,0.998523724,
ENSMUSG00000020627.10_Klhl29,2.375417266,0.021664003,0.371701846,0.058283281,0.953522985,0.998523724,
ENSMUSG00000051285.17_Pcmtd1,945.7043705,0.021645851,0.100914266,0.214497434,0.830159168,0.998523724,
ENSMUSG00000052419.7_2610001J05Rik,59.60875654,0.021631501,0.08854857,0.244289666,0.807006486,0.998523724,
ENSMUSG00000032207.10_Lipc,953.6665283,0.021602779,0.08211898,0.263066822,0.792499076,0.998523724,
ENSMUSG00000053916.4_Nanp,5.541819299,0.021600514,0.270124379,0.079965066,0.93626504,0.998523724,
ENSMUSG00000021592.16_Arsk,80.79182757,0.021575754,0.073627416,0.293039669,0.769491831,0.998523724,
ENSMUSG00000009566.12_Fpgs,617.414183,0.021562243,0.118006265,0.182721169,0.855016805,0.998523724,
ENSMUSG00000028647.13_Mycbp,121.658193,0.02155803,0.08084433,0.266660997,0.789730187,0.998523724,
ENSMUSG00000022684.14_Bfar,286.7694677,0.021555548,0.093169248,0.231359037,0.817035886,0.998523724,
ENSMUSG00000021597.16_Slf1,23.32796746,0.021547598,0.132560811,0.162548782,0.870873717,0.998523724,
ENSMUSG00000044433.16_Camsap3,173.4116683,0.021537163,0.093674886,0.229913944,0.818158641,0.998523724,
ENSMUSG00000019790.17_Stxbp5,158.2175401,0.021527605,0.068230318,0.315513778,0.752371592,0.998523724,
ENSMUSG00000020019.4_Ntn4,58.5503221,0.021499597,0.167220729,0.128570169,0.897697772,0.998523724,
ENSMUSG00000027628.10_Aar2,76.28147119,0.021488835,0.079075114,0.27175218,0.785812577,0.998523724,
ENSMUSG00000039967.14_Zfp292,174.0053391,0.021452065,0.116983177,0.18337735,0.854501947,0.998523724,
ENSMUSG00000000489.6_Pdgfb,6.166866014,0.021433643,0.281996697,0.076006718,0.939413753,0.998523724,
ENSMUSG00000021493.15_Pdlim7,38.1699759,0.021415665,0.145230525,0.147459803,0.882769105,0.998523724,
ENSMUSG00000047767.17_Atg16l2,90.82370549,0.02140864,0.212377921,0.100804451,0.919705693,0.998523724,
ENSMUSG00000037989.15_Wnk2,2.906521136,0.021363217,0.332765524,0.064199011,0.948811765,0.998523724,
ENSMUSG00000054737.11_Zfp182,50.78066054,0.02134712,0.114681035,0.18614342,0.852332293,0.998523724,
ENSMUSG00000052656.12_Rnf103,753.813697,0.021323882,0.115509428,0.184607285,0.853537071,0.998523724,
ENSMUSG00000003549.9_Ercc1,17.36891165,0.021306861,0.14157724,0.150496371,0.880373014,0.998523724,
ENSMUSG00000015536.14_Mocs2,558.6648027,0.021284098,0.09276773,0.229434288,0.818531389,0.998523724,
ENSMUSG00000014907.10_Naf1,43.50576428,0.021263375,0.125577164,0.169325171,0.865540878,0.998523724,
ENSMUSG00000019975.12_Ikbip,21.41265921,0.021151181,0.162190893,0.130409178,0.896242705,0.998523724,
ENSMUSG00000075600.2_Zc3h3,13.86202198,0.021140154,0.156232235,0.135312372,0.892364904,0.998523724,
ENSMUSG00000041684.11_Bivm,114.6448207,0.021100225,0.086969662,0.24261592,0.808302947,0.998523724,
ENSMUSG00000030780.15_BC017158,121.2504938,0.021089789,0.087574264,0.24082177,0.809693256,0.998523724,
ENSMUSG00000041757.16_Plekha6,565.940972,0.021069741,0.108634486,0.193950759,0.846214438,0.998523724,
ENSMUSG00000052942.13_Glis3,9.042923334,0.021045213,0.236357189,0.089039868,0.929050226,0.998523724,
ENSMUSG00000022414.7_Tab1,19.62117555,0.021005023,0.179593362,0.116958795,0.906892706,0.998523724,
ENSMUSG00000032796.7_Lama1,37.93846037,0.020991899,0.124793336,0.168213298,0.866415479,0.998523724,
ENSMUSG00000013736.16_Trnt1,109.1432933,0.020990061,0.080571147,0.260515851,0.79446589,0.998523724,
ENSMUSG00000053080.10_2700081O15Rik,20.29783936,0.020970619,0.13020619,0.161057007,0.872048501,0.998523724,
ENSMUSG00000006958.13_Chrd,33.30868373,0.020957191,0.145352173,0.144182162,0.885356626,0.998523724,
ENSMUSG00000038880.13_Mrps34,201.2163206,0.020936873,0.090422662,0.231544537,0.81689179,0.998523724,
ENSMUSG00000020451.17_Limk2,41.79703403,0.020928028,0.129780192,0.161257487,0.871890605,0.998523724,
ENSMUSG00000021453.2_Gadd45g,69.94464771,0.020917726,0.344911345,0.060646675,0.9516406,0.998523724,
ENSMUSG00000039195.4_1110008P14Rik,60.88340708,0.02089662,0.134688868,0.155147341,0.876705162,0.998523724,
ENSMUSG00000040520.7_Manea,195.2698835,0.02087292,0.096237696,0.216889228,0.828294673,0.998523724,
ENSMUSG00000040624.17_Plekhg1,38.12312215,0.020857116,0.167562579,0.124473591,0.900940309,0.998523724,
ENSMUSG00000038160.7_Atg5,301.4656438,0.020815937,0.065684393,0.316908408,0.751313102,0.998523724,
ENSMUSG00000000374.8_Trappc10,182.2228927,0.020782018,0.07386767,0.281341188,0.778448722,0.998523724,
ENSMUSG00000017764.2_Zswim1,23.66095516,0.020774813,0.162208377,0.128074848,0.898089741,0.998523724,
ENSMUSG00000006699.17_Cdc42,1143.546293,0.020769186,0.06455119,0.321747534,0.747643964,0.998523724,
ENSMUSG00000068040.10_Tm9sf4,309.8478596,0.020751354,0.070506457,0.294318484,0.76851455,0.998523724,
ENSMUSG00000001143.13_Lman2l,120.4553422,0.020750661,0.092326424,0.22475322,0.82217126,0.998523724,
ENSMUSG00000012443.3_Kif11,11.52987177,0.020721574,0.30677319,0.067546886,0.946146338,0.998523724,
ENSMUSG00000004837.2_Grap,11.22737004,0.020718148,0.174822578,0.118509568,0.905663914,0.998523724,
ENSMUSG00000005417.17_Mprip,690.0910618,0.020666097,0.056260655,0.367327699,0.713374595,0.998523724,
ENSMUSG00000015165.16_Hnrnpl,666.65303,0.020654661,0.089933901,0.229664907,0.818352166,0.998523724,
ENSMUSG00000022791.16_Tnk2,137.011165,0.02064369,0.097123647,0.212550606,0.831677502,0.998523724,
ENSMUSG00000056941.17_Commd7,128.5233073,0.020635027,0.11055205,0.1866544,0.851931611,0.998523724,
ENSMUSG00000040663.8_Clcf1,8.23462282,0.020620901,0.267312058,0.07714168,0.938510836,0.998523724,
ENSMUSG00000028901.13_Gmeb1,48.66138965,0.020606591,0.116983921,0.176148915,0.860176953,0.998523724,
ENSMUSG00000021432.14_Slc35b3,46.61735455,0.020576161,0.108933775,0.188886883,0.850181475,0.998523724,
ENSMUSG00000032198.9_Dock6,203.5881505,0.020573466,0.137878858,0.149214076,0.881384713,0.998523724,
ENSMUSG00000042248.4_Cyp2c37,2363.242156,0.020564521,0.160951144,0.127768714,0.898332009,0.998523724,
ENSMUSG00000045639.14_Zfp629,109.7228083,0.020500181,0.096278211,0.212926488,0.831384302,0.998523724,
ENSMUSG00000025607.15_Copg2,146.2803217,0.020477094,0.082330043,0.248719579,0.803577703,0.998523724,
ENSMUSG00000024127.14_Prepl,185.715609,0.020446509,0.072963078,0.280230893,0.779300366,0.998523724,
ENSMUSG00000030609.18_Aen,55.59166354,0.020421731,0.132154651,0.154529039,0.877192617,0.998523724,
ENSMUSG00000030224.10_Strap,530.6468233,0.020397822,0.050047924,0.407565784,0.683592489,0.998523724,
ENSMUSG00000090996.1_Gm20458,27.83822253,0.020395749,0.137338189,0.148507482,0.881942282,0.998523724,
ENSMUSG00000033898.16_Cfhr2,2257.746068,0.020351459,0.094205873,0.216031745,0.828963003,0.998523724,
ENSMUSG00000019055.15_Plod1,306.0385664,0.020348941,0.092763539,0.219363571,0.826366845,0.998523724,
ENSMUSG00000058881.12_Zfp516,42.87809314,0.020342054,0.116886874,0.174031979,0.86184033,0.998523724,
ENSMUSG00000097386.1_9130213A22Rik,0.26333934,0.020333412,0.937874895,0.021680303,0.982702976,0.998523724,
ENSMUSG00000030345.16_Dyrk4,0.269177239,0.020333314,0.996206833,0.020410736,0.98371572,0.998523724,
ENSMUSG00000044287.6_Nrn1l,0.246036178,0.020333291,1.009458278,0.020142775,0.983929477,0.998523724,
ENSMUSG00000001494.6_Sost,0.225745327,0.02033325,0.998847746,0.020356706,0.98375882,0.998523724,
ENSMUSG00000009628.14_Tex15,0.274300512,0.020333171,1.040607948,0.019539704,0.984410564,0.998523724,
ENSMUSG00000091415.5_Ak9,0.254562942,0.02033317,1.076871971,0.018881697,0.984935481,0.998523724,
ENSMUSG00000051323.16_Pcdh19,0.252704039,0.020333168,1.078083,0.018860484,0.984952403,0.998523724,
ENSMUSG00000037747.9_Phyhipl,0.226110851,0.020333133,1.096650301,0.018541127,0.985207168,0.998523724,
ENSMUSG00000089984.7_Fbxo24,0.231933452,0.020333116,1.068586484,0.019028049,0.984818729,0.998523724,
ENSMUSG00000059900.14_Tmem40,0.22031064,0.020333099,1.077317792,0.018873817,0.984941767,0.998523724,
ENSMUSG00000037010.7_Apln,0.213793148,0.020333089,1.082485155,0.018783712,0.985013648,0.998523724,
ENSMUSG00000095224.1_F930015N05Rik,0.210211878,0.020333083,1.085388633,0.018733459,0.985053737,0.998523724,
ENSMUSG00000052387.15_Trpm3,0.209490918,0.020333082,1.085980175,0.018723253,0.985061878,0.998523724,
ENSMUSG00000045498.1_Pcdhb3,0.202279142,0.02033307,1.092032467,0.018619474,0.985144668,0.998523724,
ENSMUSG00000048373.8_Fgfbp1,0.199461974,0.020333065,1.094466039,0.018578068,0.985177699,0.998523724,
ENSMUSG00000026726.10_Cubn,0.254656351,0.020332993,1.167966024,0.017408891,0.986110416,0.998523724,
ENSMUSG00000025480.5_Syce1,0.245213684,0.020332962,1.144009682,0.017773418,0.985819611,0.998523724,
ENSMUSG00000026697.10_Myoc,0.232663928,0.020332941,1.153962784,0.017620101,0.985941921,0.998523724,
ENSMUSG00000028782.14_Adgrb2,0.220376118,0.020332919,1.164269457,0.017464101,0.986066372,0.998523724,
ENSMUSG00000025038.7_Efhc2,0.216356861,0.020332911,1.167868931,0.017410268,0.986109317,0.998523724,
ENSMUSG00000056215.12_Lrguk,0.211981248,0.020332903,1.171801501,0.017351832,0.986155936,0.998523724,
ENSMUSG00000026937.12_Lcn5,0.207547466,0.020332894,1.17588565,0.017291557,0.986204021,0.998523724,
ENSMUSG00000036523.16_Greb1,0.212011026,0.020332887,1.179096514,0.017244464,0.986241591,0.998523724,
ENSMUSG00000089722.2_Cd300ld5,0.197473497,0.020332857,1.192809158,0.017046195,0.986399763,0.998523724,
ENSMUSG00000047654.6_Tssk6,0.186379105,0.020332818,1.172719404,0.017338178,0.986166828,0.998523724,
ENSMUSG00000027748.11_Trpc4,0.249378096,0.020332754,1.238862857,0.016412433,0.986905361,0.998523724,
ENSMUSG00000045534.4_Kcna5,0.222913958,0.020332698,1.262773884,0.016101615,0.987153325,0.998523724,
ENSMUSG00000046186.8_Cd109,0.222869459,0.020332698,1.262816728,0.016101068,0.987153761,0.998523724,
ENSMUSG00000061911.15_Myt1l,0.20747069,0.020332646,1.285148061,0.015821248,0.987376997,0.998523724,
ENSMUSG00000050272.9_Dscam,0.194179538,0.020332587,1.269008471,0.01602242,0.987216505,0.998523724,
ENSMUSG00000032105.5_Pdzd3,0.188593409,0.020332571,1.27552671,0.015940529,0.987281837,0.998523724,
ENSMUSG00000070823.6_Gm1043,0.174159531,0.020332525,1.293632342,0.015717391,0.987459853,0.998523724,
ENSMUSG00000042763.9_Maneal,0.171824234,0.020332517,1.296713085,0.015680043,0.987489648,0.998523724,
ENSMUSG00000078139.3_AK157302,0.16582085,0.020332496,1.304868781,0.015582024,0.987567847,0.998523724,
ENSMUSG00000004668.14_Abca13,0.224392233,0.020332463,1.406638368,0.014454648,0.988467261,0.998523724,
ENSMUSG00000048031.15_Fcrl5,0.22673072,0.020332385,1.390723382,0.014620006,0.988335338,0.998523724,
ENSMUSG00000102037.1_Bcl2a1a,0.197210579,0.020332296,1.424837188,0.014269908,0.988614647,0.998523724,
ENSMUSG00000047048.4_Olfr432,0.200120227,0.02033229,1.382993049,0.014701657,0.988270197,0.998523724,
ENSMUSG00000025916.10_Ppp1r42,0.194369262,0.020332269,1.390392569,0.014623402,0.988332629,0.998523724,
ENSMUSG00000094678.4_Olfr857,0.180031516,0.020332216,1.409785345,0.014422207,0.988493143,0.998523724,
ENSMUSG00000059406.8_Tmprss9,0.178939575,0.020332212,1.411346984,0.014406246,0.988505876,0.998523724,
ENSMUSG00000051118.9_Olfr77,0.187814894,0.020332197,1.375229466,0.014784585,0.988204038,0.998523724,
ENSMUSG00000052584.9_Serp2,0.174104194,0.020332192,1.418403752,0.014334559,0.988563069,0.998523724,
ENSMUSG00000068452.7_Duox2,0.171183194,0.02033218,1.4227828,0.014290431,0.988598274,0.998523724,
ENSMUSG00000066975.12_Cryba4,0.170191701,0.020332176,1.424289856,0.014275307,0.988610339,0.998523724,
ENSMUSG00000029088.16_Kcnip4,0.164855212,0.020332152,1.432588535,0.014192597,0.988676326,0.998523724,
ENSMUSG00000078144.4_Capns2,0.153643981,0.020332099,1.451328323,0.014009304,0.988822559,0.998523724,
ENSMUSG00000051048.17_P4ha3,0.226924019,0.020332071,1.55961454,0.0130366,0.989598593,0.998523724,
ENSMUSG00000071424.10_Grid2,0.229562058,0.020332056,1.51328368,0.01343572,0.989280169,0.998523724,
ENSMUSG00000061397.7_Krt79,0.15064621,0.020332027,1.433270625,0.014185756,0.988681784,0.998523724,
ENSMUSG00000084927.1_Gm5724,0.225413849,0.020332024,1.524584971,0.013336104,0.989359644,0.998523724,
ENSMUSG00000054383.2_Pnma1,0.148686391,0.020332016,1.436809772,0.014150806,0.988709667,0.998523724,
ENSMUSG00000086598.9_Btbd18,0.139626417,0.020331965,1.453943259,0.013984015,0.988842734,0.998523724,
ENSMUSG00000060988.12_Galnt13,0.138879412,0.02033196,1.455416201,0.01396986,0.988854027,0.998523724,
ENSMUSG00000070498.3_Tmem132b,0.134228647,0.020331931,1.464809688,0.013880255,0.988925515,0.998523724,
ENSMUSG00000087303.2_Lipo2,0.132671546,0.020331922,1.468043968,0.013849668,0.988949917,0.998523724,
ENSMUSG00000079262.3_Slco1a6,0.131290327,0.020331913,1.470952034,0.013822281,0.988971766,0.998523724,
ENSMUSG00000096773.4_Olfr675,0.129939084,0.020331904,1.473833459,0.013795252,0.988993331,0.998523724,
ENSMUSG00000035435.15_Abca17,0.186164516,0.020331887,1.572565175,0.012929122,0.989684341,0.998523724,
ENSMUSG00000033255.8_Gm5134,0.127235187,0.020331886,1.479711097,0.013740443,0.989037058,0.998523724,
ENSMUSG00000073805.5_Fam196a,0.126426209,0.02033188,1.481499435,0.013723853,0.989050294,0.998523724,
ENSMUSG00000049097.9_Ankrd34a,0.125384927,0.020331873,1.483822071,0.013702366,0.989067436,0.998523724,
ENSMUSG00000053626.5_Tll1,0.160922494,0.020331691,1.587897782,0.012804156,0.989784041,0.998523724,
ENSMUSG00000079644.2_Gm1110,0.161753585,0.020331619,1.563562573,0.013003393,0.989625086,0.998523724,
ENSMUSG00000033717.5_Adra2a,0.145973989,0.020331552,1.631745428,0.012460002,0.990058614,0.998523724,
ENSMUSG00000038132.5_Rbm24,0.146555648,0.020331518,1.594130727,0.012753984,0.989824069,0.998523724,
ENSMUSG00000043388.8_Tmem130,0.14573523,0.020331512,1.595977365,0.012739223,0.989835845,0.998523724,
ENSMUSG00000026787.3_Gad2,0.13379566,0.020331421,1.623023238,0.012526883,0.990005255,0.998523724,
ENSMUSG00000023995.11_Tspo2,0.130601106,0.020331395,1.630799586,0.012467133,0.990052925,0.998523724,
ENSMUSG00000073598.3_1700066B19Rik,0.123392732,0.020331332,1.649257149,0.012327569,0.990164272,0.998523724,
ENSMUSG00000029120.10_Ppp2r2c,0.186379849,0.020331289,1.711764784,0.011877385,0.990523441,0.998523724,
ENSMUSG00000085584.3_Rgag1,0.116348693,0.020331266,1.668360281,0.012186376,0.990276919,0.998523724,
ENSMUSG00000038973.2_Cldnd2,0.114785308,0.02033125,1.672844318,0.012153701,0.990302988,0.998523724,
ENSMUSG00000063615.6_Olfr64,0.168586227,0.020331067,1.724535224,0.011789302,0.990593716,0.998523724,
ENSMUSG00000038077.7_Kcna6,0.152966494,0.020331032,1.786367196,0.011381217,0.990919299,0.998523724,
ENSMUSG00000032056.10_Btg4,0.162009279,0.020331015,1.738795242,0.011692587,0.990670878,0.998523724,
ENSMUSG00000045318.6_Adra2c,0.156333363,0.020330969,1.751480471,0.011607876,0.990738463,0.998523724,
ENSMUSG00000036915.17_Kirrel2,0.152492261,0.020330936,1.760400791,0.011549038,0.990785405,0.998523724,
ENSMUSG00000039579.15_Grin3a,0.151660581,0.020330929,1.762369786,0.011536131,0.990795703,0.998523724,
ENSMUSG00000016524.12_Il19,0.153931074,0.020330927,1.762970668,0.011532198,0.990798841,0.998523724,
ENSMUSG00000078591.1_Hs3st4,0.149956846,0.020330914,1.766446477,0.011509499,0.990816951,0.998523724,
ENSMUSG00000032323.13_Cyp11a1,0.147694533,0.020330872,1.777855395,0.011435616,0.990875897,0.998523724,
ENSMUSG00000062778.12_Chia1,0.143927215,0.020330859,1.781360636,0.011413107,0.990893856,0.998523724,
ENSMUSG00000044288.6_Cnr1,0.135318446,0.020330774,1.804089422,0.011269272,0.991008612,0.998523724,
ENSMUSG00000031870.16_Pgr,0.134800413,0.020330768,1.805515596,0.011260367,0.991015717,0.998523724,
ENSMUSG00000039555.13_Cylc2,0.134646724,0.020330745,1.811755521,0.011221572,0.991046669,0.998523724,
ENSMUSG00000025328.9_Padi3,0.131693715,0.020330735,1.814217672,0.011206337,0.991058823,0.998523724,
ENSMUSG00000002565.16_Scin,0.128408269,0.020330699,1.823710096,0.011147989,0.991105376,0.998523724,
ENSMUSG00000033740.17_St18,0.11677346,0.020330439,1.838569801,0.011057747,0.991177374,0.998523724,
ENSMUSG00000042256.4_Ptchd4,0.116562295,0.020330437,1.839276087,0.011053499,0.991180763,0.998523724,
ENSMUSG00000059898.8_Dsc3,0.184678317,0.020330378,1.906280307,0.010664947,0.991490765,0.998523724,
ENSMUSG00000096914.3_Galntl6,0.111116108,0.02033036,1.858078066,0.010941607,0.991270035,0.998523724,
ENSMUSG00000058498.12_Rnf207,0.111010001,0.020330358,1.858456034,0.010939381,0.991271811,0.998523724,
ENSMUSG00000089773.7_Skint1,0.108539465,0.020330322,1.86738947,0.010887028,0.99131358,0.998523724,
ENSMUSG00000046196.4_Ttc39d,0.108222334,0.020330317,1.868555072,0.010880234,0.991319,0.998523724,
ENSMUSG00000047535.11_Olfr67,0.105872313,0.02033028,1.877418187,0.01082885,0.991359997,0.998523724,
ENSMUSG00000051611.9_Olfr112,0.103387662,0.02033024,1.886953702,0.010774107,0.991403673,0.998523724,
ENSMUSG00000064084.2_Olfr1202,0.102421337,0.020330225,1.890742253,0.01075251,0.991420904,0.998523724,
ENSMUSG00000039057.11_Myo16,0.10228964,0.020330222,1.891262147,0.010749553,0.991423263,0.998523724,
ENSMUSG00000079654.3_Prrt4,0.101311644,0.020330206,1.895150097,0.010727491,0.991440864,0.998523724,
ENSMUSG00000051617.3_Krt9,0.099591918,0.020330177,1.902105479,0.010688249,0.991472173,0.998523724,
ENSMUSG00000051956.4_Rnf133,0.099534373,0.020330176,1.902340892,0.010686926,0.991473229,0.998523724,
ENSMUSG00000003872.9_Lin7b,0.099395631,0.020330174,1.902909196,0.010683733,0.991475777,0.998523724,
ENSMUSG00000078598.11_Skint5,0.171100008,0.020330174,1.902937859,0.010683572,0.991475905,0.998523724,
ENSMUSG00000079707.9_Tcte3,0.099084865,0.020330168,1.904185861,0.010676567,0.991481494,0.998523724,
ENSMUSG00000061984.6_Olfr392,0.098545398,0.020330159,1.906414369,0.010664082,0.991491455,0.998523724,
ENSMUSG00000050553.3_Gk2,0.09798125,0.020330149,1.908761739,0.010650962,0.991501922,0.998523724,
ENSMUSG00000068647.2_Olfr1278,0.097451068,0.02033014,1.910983735,0.010638573,0.991511807,0.998523724,
ENSMUSG00000046130.6_Vmn1r184,0.0969126,0.02033013,1.913256491,0.01062593,0.991521894,0.998523724,
ENSMUSG00000090121.10_Abhd12b,0.096451374,0.020330122,1.915216237,0.010615053,0.991530572,0.998523724,
ENSMUSG00000022053.13_Ebf2,0.095958014,0.020330113,1.917325962,0.010603368,0.991539895,0.998523724,
ENSMUSG00000027401.9_Tgm3,0.09462684,0.020330088,1.923089027,0.010571579,0.991565257,0.998523724,
ENSMUSG00000061816.15_Myl1,0.093320166,0.020330064,1.928848892,0.010539998,0.991590454,0.998523724,
ENSMUSG00000044176.11_Spink10,0.0930135,0.020330058,1.930215819,0.010532531,0.991596411,0.998523724,
ENSMUSG00000030155.7_Clec2e,0.092995712,0.020330058,1.930295283,0.010532097,0.991596758,0.998523724,
ENSMUSG00000055368.14_Slc6a2,0.092274968,0.020330044,1.933531804,0.010514461,0.991610829,0.998523724,
ENSMUSG00000036123.7_Slc9a3,0.147482076,0.02033003,1.99188478,0.010206429,0.99185659,0.998523724,
ENSMUSG00000022303.8_Dcstamp,0.091234875,0.020330024,1.938260503,0.010488798,0.991631303,0.998523724,
ENSMUSG00000033501.4_Crygs,0.145010195,0.020330022,1.993792253,0.01019666,0.991864383,0.998523724,
ENSMUSG00000051599.4_Pcdhb2,0.090652449,0.020330012,1.940939061,0.010474318,0.991642856,0.998523724,
ENSMUSG00000030206.13_Gsg1,0.090312366,0.020330006,1.942513421,0.010465825,0.991649632,0.998523724,
ENSMUSG00000075269.4_Bex6,0.090141557,0.020330002,1.943307058,0.010461549,0.991653044,0.998523724,
ENSMUSG00000037446.13_Tulp1,0.088985827,0.020329979,1.948728668,0.010432432,0.991676275,0.998523724,
ENSMUSG00000097129.1_4930507D05Rik,0.087368138,0.020329945,1.956472645,0.010391122,0.991709234,0.998523724,
ENSMUSG00000038770.17_Kpna7,0.086559697,0.020329928,1.960412768,0.010370229,0.991725903,0.998523724,
